Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,
126,Sr,6-6,Kyla Oldacre,Texas,SEC,52.7,4.7,13.9,126,64.3,21,62.3,65.9,15.5,18.7,4.7,16.1,6.1,3.2,79.8,139-223,0.623,0,0-0,0
127,Jr,5-8,Rashunda Jones,Michigan St.,B10,66.7,4.6,8.6,115.6,80.3,20.9,50,57.1,5.1,9.3,19,17.2,0.3,4.3,44.4,97-192,0.505,4.7,24-74,0.324
128,So,6-0,Ehis Etute,Oregon,B10,57.2,4.6,10.1,110.5,74.2,27.9,52.1,57.6,20.2,22.6,12.6,18.5,3.6,3.1,54.2,158-304,0.52,0.1,1-2,0.5
129,Sr,5-11,Lani White,Utah,B12,76.4,4.6,5.9,105.3,88,24.2,56.4,60.8,2.8,13.7,12,20.9,0.6,1.1,29.3,98-192,0.51,10.4,72-173,0.416
130,So,6-3,Mia Woolfolk,Georgia,SEC,53.6,4.6,10.3,117.7,78.8,25.9,60.2,64.1,9.6,16.8,7.9,15.8,1.9,2.9,50,160-266,0.602,0,0-0,0
131,Jr,6-3,Favour Nwaedozi,Mississippi St.,SEC,66,4.6,7.8,115.9,80.7,22.2,52.3,56.4,15.7,24.7,10.3,15.1,2.7,1.7,44.8,146-272,0.537,0.5,0-7,0
132,Sr,6-2,Nyla Harris,North Carolina,ACC,56.9,4.6,10.5,120,74.4,22.2,57.9,62.6,15,17.3,7.1,17.5,1.3,2.3,39.9,154-256,0.602,1,2-15,0.133
133,Jr,6-1,Courtney Ogden,Stanford,ACC,76.1,4.6,8,113.8,84.2,19.7,57.2,60,3.9,11,13.5,18.2,1.6,2,15.9,139-240,0.579,6.1,42-113,0.372
134,Sr,5-9,Mya Perry,Cincinnati,B12,84.8,4.6,4.3,100.9,95.6,25.2,47.7,52,1.1,7,11.8,20.1,1.1,2.5,26.8,99-233,0.425,12.2,79-223,0.354
135,Sr,6-3,Yarden Garzon,Maryland,B10,79.1,4.5,8.1,114.6,81.3,17.8,52.6,54.3,2.8,11,15.6,19.4,1.2,1.8,8.8,60-125,0.48,12.5,88-240,0.367
136,Jr,5-6,Haven Ford,Murray St.,MVC,77.2,4.5,5.3,113.6,95.6,25.3,48,56.5,4,14.8,21.9,16.3,0.6,2.4,45.2,117-240,0.487,9.2,58-185,0.314
137,Sr,5-6,Rori Harmon,Texas,SEC,73.6,4.5,14.4,115.4,65.3,17.1,47.9,51.1,1.4,12.1,30.1,18.4,0.6,5.2,24.4,116-255,0.455,1.4,13-28,0.464
138,Jr,5-5,Caia Elisaldez,Chattanooga,SC,91.6,4.5,0.3,104.9,100.8,28.1,50.5,56.2,1.8,8.4,34.3,23.2,0.2,2.3,39.9,169-326,0.518,2.9,14-50,0.28
139,So,6-1,Brooke Coffey,Lindenwood,OVC,74.7,4.5,6.6,118,91.1,22.2,59.7,61.1,5.9,26.6,19.4,15.8,0.7,2.3,19.9,127-213,0.596,6.7,41-103,0.398
140,Jr,5-11,Ellie Brueggemann,Lindenwood,OVC,73,4.5,6.8,118.1,98.9,22.7,63.1,64.1,2.4,8.6,22.2,18.2,1.7,1.8,8.7,72-125,0.576,13.8,92-208,0.442
141,So,6-0,Vernell Atamah,Northwestern St.,Slnd,83,4.5,6.2,107.2,93.9,28,48.9,53.8,7.8,14.8,11.5,16.1,1.3,1.6,36.2,97-239,0.406,12.7,83-214,0.388
142,Sr,5-10,Madison Mathiowetz,South Dakota St.,Sum,72,4.5,6.8,119.8,87.3,20.6,53.5,58,2.3,11.2,14.7,10.3,0.6,2.5,22.8,105-212,0.495,8.5,57-144,0.396
143,Jr,6-1,Kya Smith,Army,Pat,81.1,4.5,6.9,112.2,87.4,25.3,51.9,57.2,14.8,25.5,23.4,18.6,0.8,3.1,59.7,152-293,0.519,1.2,7-20,0.35
144,Jr,5-9,Gia Cooke,West Virginia,B12,74.6,4.5,4.8,104.3,80.6,24.5,44.8,51.9,2.3,5.7,9.7,16.2,0,1.8,44.7,101-246,0.411,9.5,59-177,0.333
145,Fr,6-0,Leia Edwards,Lehigh,Pat,39.6,4.5,4.5,109.7,96.1,25.3,55.1,60,9.3,23.8,25.5,21,0.4,2.5,37.3,57-101,0.564,7.7,23-65,0.354
146,Sr,5-7,Aleshia Jones,Lindenwood,OVC,73.8,4.5,7,112.1,90.2,26.3,53,57.1,5.5,14.5,16.4,14.5,1.2,4.8,24.1,148-259,0.571,8,36-122,0.295
147,So,5-11,Taylee Chirrick,Montana St.,BSky,77.9,4.5,12.6,105.2,74.9,28.6,49.7,53.3,8.8,16.8,24.9,18.4,1.3,7.2,40.3,155-308,0.503,8.2,51-158,0.323
148,Sr,6-1,Jada Wynn,UC Irvine,BW,83.8,4.5,7.1,110.5,85.9,24.2,49.2,57.4,3.3,20,25.8,19.8,1.3,3,45.6,63-171,0.368,10.2,76-189,0.402
149,Sr,6-2,Sophie Glancey,Santa Clara,WCC,33.6,4.5,7.7,118.1,88.4,23.6,50.5,56.7,9,18.5,6.5,8.4,6.9,1.8,34.9,82-156,0.526,4.5,10-36,0.278
150,So,6-6,Tilda Trygger,N.C. State,ACC,69.8,4.5,8.4,114.7,81.7,16.9,55.9,57.3,9.7,14.1,6.7,14.5,4.1,1.2,22.1,110-191,0.576,3.8,21-62,0.339
151,Sr,6-4,Amelia Hassett,Kentucky,SEC,81.2,4.5,10.5,117.1,77.9,14.2,55.6,57.6,4,13.5,8.2,14.5,4.1,1.4,11.2,25-38,0.658,13.5,99-274,0.361
152,Fr,5-8,Caliyah DeVillasee,Cincinnati,B12,67.2,4.4,4.3,104,95.9,24.3,43.8,50.2,1.4,10.6,24.6,17.6,0.1,2.1,37.9,111-260,0.427,4.3,20-62,0.323
153,Sr,6-4,Janiah Barker,Tennessee,SEC,53.6,4.4,9.8,106.6,77.6,27.4,53.1,57.5,8.4,21.5,10.6,21.5,3.4,2.5,38.8,95-182,0.522,8.6,38-104,0.365
154,So,5-9,Paris Bradley,Louisiana Tech,CUSA,82,4.4,6.6,110.7,89.4,22.7,52.3,57.4,5.9,11.9,17.6,20.4,0.5,3.1,33.1,87-179,0.486,9.8,64-171,0.374
155,Sr,5-9,Lexus Bargesser,Colorado St.,MWC,72.8,4.4,8.2,105.9,83,27.5,50.1,55.4,3.5,17,21.4,14.7,2,2.5,32.4,138-296,0.466,5.5,37-90,0.411
156,Sr,6-4,Justine Pissott,Vanderbilt,SEC,73.6,4.4,8.1,118.4,83.6,15.8,59.1,59.7,3.3,14,12.3,17.7,3,0.8,5.5,40-84,0.476,12.3,95-225,0.422
157,Jr,6-2,Rhema Collins,FIU,CUSA,77.2,4.4,5.3,108.1,88,25.8,47.4,54.4,13.3,17.1,10.7,17,4.8,3.3,57.7,167-351,0.476,2.1,12-39,0.308
158,Sr,6-4,Izabella Zingaro,Cleveland St.,Horz,65.9,4.4,5.2,116,89.3,28.4,60.9,67.6,9.9,23,10.1,21.3,3.3,1.3,66,198-317,0.625,1.1,4-18,0.222
159,Jr,5-8,Zanai Barnett-Gay,Navy,Pat,84.2,4.4,8.8,107.6,82.7,27,46.4,52.7,5,21.7,26,15.5,0.6,4.7,36.4,134-291,0.46,7.2,40-127,0.315
160,Sr,5-11,Brooklyn Gray,Rhode Island,A10,78.5,4.4,6.3,110.9,84.6,21.8,45.9,52.8,6,12.4,15.2,13.6,0.8,2.2,31.4,104-227,0.458,6.4,32-104,0.308
161,Sr,6-5,Sophie Hart,Minnesota,B10,58.3,4.4,7.8,115.2,77.9,24,54.9,56.8,16.4,14.6,9,14.8,2.6,1.5,27.8,158-288,0.549,0,0-0,0
162,Fr,6-3,Uche Izoje,Syracuse,ACC,69.5,4.4,8.8,105.7,77.1,26.6,55.4,56,12.9,22.1,10.9,20.8,8.7,1.9,23.9,230-412,0.558,0.2,0-3,0
163,So,5-10,Imari Berry,Louisville,ACC,58.2,4.4,13.5,116.4,74.4,22.3,51.6,54.9,5.8,16.3,20,15.1,2.2,3.5,20.1,95-195,0.487,9.3,53-143,0.371
164,Sr,6-2,Ashanti Barnes,James Madison,SB,71.8,4.4,8.7,108.6,79.4,26.1,50.6,53.6,10.3,22.8,17.5,16.3,1.4,2.2,34,196-365,0.537,3.2,12-58,0.207
165,Jr,6-2,Addy Brown,Iowa St.,B12,46.9,4.4,11,110.9,84.2,23.1,49,53.3,4.3,28.9,31.7,17,3.2,1,27.8,65-135,0.481,6.8,25-74,0.338
166,Sr,5-10,Bailey Maupin,Texas Tech,B12,81,4.4,5.8,101.2,80.4,25,49.1,55.9,2.4,10.1,17,22.3,0.8,2.7,38.6,91-190,0.479,10.6,69-206,0.335
167,So,6-1,Grace Oliver,Wake Forest,ACC,68.9,4.4,6.2,115.8,88.9,19.2,65.9,67.3,5.5,15.5,12.3,17.5,1.8,2.3,20.1,140-203,0.69,5.2,31-80,0.388
168,So,5-11,Candy Edokpaigbe,San Francisco,WCC,83.5,4.4,5.3,107.4,92.1,23.8,52.4,57.9,7,7.5,10.3,17.9,1.8,2.5,41.4,192-353,0.544,4,24-82,0.293
169,So,5-10,Mila Holloway,Michigan,B10,71.1,4.4,9.1,106.6,72.5,22.7,49.3,53.5,1.4,15,27.1,23.1,0.8,2.9,27.5,110-229,0.48,7,45-131,0.344
170,Jr,6-1,Halle Vice,Marquette,BE,81.7,4.3,5.3,107.3,84.5,20.6,57.8,59.4,8.6,21.7,12.8,20.5,2.4,1.4,19.1,145-252,0.575,3.2,20-51,0.392
171,Jr,6-0,Zoe Borter,UC Santa Barbara,BW,88.2,4.3,2.9,112.6,96.6,20.8,51.6,56.9,2.4,7.3,14,10.5,0.5,1,30.7,79-183,0.432,8.8,63-153,0.412
172,Sr,5-6,Ashley Hawkins,Santa Clara,WCC,79.1,4.3,3.4,109.4,94.3,23,46.6,54.6,1.3,10.7,35.7,19.9,0.2,2.3,42.7,97-206,0.471,6.9,40-131,0.305
173,So,5-7,Naomi Panganiban,San Diego St.,MWC,72.1,4.3,4,108.8,93.7,25.6,51,56.4,1.6,6.2,16.2,13.5,0.4,1.3,30.2,96-210,0.457,10.1,61-158,0.386
174,Jr,5-6,Ally Sweeney,Richmond,A10,82.5,4.3,4.4,112.8,90.6,18.3,55.5,57.9,1.7,8.3,24.8,21,0.5,1.7,13.4,79-153,0.516,7.4,55-138,0.399
175,Jr,6-1,Brynn McCurry,Villanova,BE,65.7,4.3,8.6,113.4,80,20.6,56.9,61.4,4.8,18.5,22.3,19.8,1.8,2.2,29.8,115-200,0.575,3.6,20-55,0.364
176,So,6-1,Gianna Corbitt,Chattanooga,SC,74.2,4.3,9.3,114.6,86.2,25.4,59.8,63,9.1,25.1,9.6,20.1,2.8,4.7,22,110-197,0.558,9.6,59-135,0.437
177,Jr,5-6,Taryn Sides,Kansas St.,B12,78.9,4.3,7.6,106.2,85.9,20.4,53.4,57,0.7,12.1,23.4,19.3,0.4,3.2,21.1,74-158,0.468,10.2,82-211,0.389
178,Fr,6-0,ZaKiyah Johnson,LSU,SEC,45.9,4.3,12.4,131.6,72.9,19.7,60.4,63.2,16.4,13.4,7.7,14.2,2.8,2.2,40.1,131-219,0.598,0.2,2-3,0.667
179,Jr,6-4,Essence Cody,Alabama,SEC,45.1,4.3,9.3,112.7,76.5,22.2,59.7,64,6.6,12.4,5.6,19.1,4.1,2.8,46,101-167,0.605,3.2,13-35,0.371
180,So,5-11,Grace Kingery,Ball St.,MAC,78.7,4.3,5.6,125.9,93.9,14.6,59.3,61.4,1.4,6.6,8.8,8.7,1.1,1.6,17.3,52-95,0.547,12,93-228,0.408
181,Jr,5-9,Karlee White,Harvard,Ivy,56.4,4.3,11.5,110.1,75.3,26.2,57.5,60.8,5.7,15.9,17.2,22.8,0.6,5,23.6,122-227,0.537,6.1,34-74,0.459
182,Sr,5-11,Alana Nelson,Purdue Fort Wayne,Horz,84.3,4.3,4.4,113,92.4,21,58.4,62.4,2.8,14.8,8.1,14.9,0.7,1.7,32.5,123-201,0.612,9,69-187,0.369
183,Sr,5-6,Mary McMillan,Stetson,ASun,85.4,4.2,0.2,107.6,107.2,23.9,50.1,55.7,1.5,6.5,25.5,18.4,0.3,1.2,45.7,100-203,0.493,7.6,46-134,0.343
184,Sr,5-11,Antoniette Emma-Nnopu,Weber St.,BSky,66.6,4.2,8.4,107.9,83.8,27.2,54.5,60.1,12.1,25.3,26.2,20.1,4.8,4.3,47.6,124-231,0.537,3.9,22-57,0.386
185,Sr,5-7,Amaris Baker,Drexel,CAA,89.8,4.2,1.5,103.7,100.1,27.3,44.8,49,5.3,7.9,10.9,9.8,0.1,1.4,24.2,165-369,0.447,9,48-160,0.3
186,Sr,5-8,Micah Gray,Oklahoma St.,B12,74.4,4.2,3.9,110.5,89.6,20.5,51.5,54.6,2.3,5.7,9.9,15.3,0.5,1.6,19.6,59-117,0.504,14.8,90-260,0.346
187,Sr,5-7,Cameron Thomas,Stetson,ASun,73.2,4.2,3.4,108.6,104.7,26.9,53.6,57.2,5.5,11.4,11.3,15.6,0.5,1.1,26.7,90-172,0.523,14.4,79-217,0.364
188,Sr,5-10,Malene Pedersen,Wyoming,MWC,80.3,4.2,3.7,101.3,97.7,26.9,50.1,54.5,2,11.3,18.4,11.9,0.3,1,22.8,121-239,0.506,10.1,51-155,0.329
189,Jr,6-1,Lenée Beaumont,Indiana,B10,86.5,4.2,3.9,101.5,89.8,22,50,55.6,1.8,13.3,17,20.5,0.1,1.1,30.1,99-214,0.463,6.5,47-125,0.376
190,Jr,5-9,Kaemyn Bekemeier,Missouri St.,CUSA,86.8,4.2,4.2,102.4,87,25.3,46.6,54.8,5.2,20,11.3,20.6,0.1,1.2,45.3,122-281,0.434,8.8,67-196,0.342
191,Sr,5-11,Ashleigh Connor,La Salle,A10,82.6,4.2,6.2,105,90.1,24.9,48.8,56.1,3.2,14.3,25.9,20.1,0.8,3.4,47.6,126-270,0.467,5.4,37-102,0.363
192,Fr,6-2,Reese Roggenburk,Stonehill,NEC,12.8,4.2,7.2,132.7,102.1,19.4,59.8,63.6,15.8,23.9,18.4,8.3,1.4,0.8,37,26-45,0.578,0.4,1-1,1
193,So,6-0,Doneelah Washington,Illinois St.,MVC,75.6,4.2,7.4,110.4,85.8,26.3,55,58.3,10.5,21.2,10.4,15,5.5,3.4,33,205-352,0.582,6.3,38-124,0.306
194,Jr,5-9,Camryn Tade,Army,Pat,80.2,4.2,6.2,117.1,92.1,20.4,53.2,58.5,5.4,11.8,16.7,13.3,1.5,2.9,30.4,118-233,0.506,5.7,38-96,0.396
195,So,5-7,Jada Richard,LSU,SEC,65.6,4.1,9.6,120.8,75.6,15.8,50.8,56.7,0.9,9,16.6,19.8,0.5,2.6,30.5,85-183,0.464,4.2,31-76,0.408
196,Sr,5-10,Jordan Holman,Little Rock,OVC,82.8,4.1,6.9,101.5,88.5,28.1,45.5,52.3,3.9,20.1,12.2,15.5,2.7,2.7,40.2,131-283,0.463,8.4,41-140,0.293
197,So,6-0,Mackenly Randolph,Louisville,ACC,61.8,4.1,9.3,122.6,77.4,15.6,57.2,60.8,8.9,15.5,9.7,16.5,1.8,2.3,27.8,103-172,0.599,3.5,19-58,0.328
198,Jr,5-9,Bella Pucci,Binghamton,AE,79.7,4.1,3.5,107.6,98.9,24.5,53.2,57.9,2.6,11.5,14.3,20.5,0.2,2.3,29.3,89-185,0.481,10.8,69-177,0.39
199,Jr,6-0,Ava Uhrich,Southern Utah,WAC,79.9,4.1,4.6,107.1,95.1,24.2,49.6,53.7,8.7,25.4,19.5,16.5,1.3,1.6,31.1,144-279,0.516,5.1,24-84,0.286
200,Jr,6-1,Nene Ndiaye,Rutgers,B10,70.6,4.1,5.1,102.1,92.7,24.7,51.5,57.4,7.1,11.4,13.6,22.1,0.8,2.6,50,93-197,0.472,5.5,32-77,0.416
201,Sr,5-10,Tara Daye,Purdue,B10,70.9,4.1,5.6,104.7,89,23.8,49.8,55,8.3,19.3,17.8,20.3,1.1,2.5,37.2,122-246,0.496,2.9,15-44,0.341
202,Sr,5-9,Shanti Simmons,Georgia Southern,SB,43.8,4.1,10.7,119.4,79.4,19.7,55.8,62.7,5.9,20.1,16.7,16.7,1.2,5.9,50.4,64-111,0.577,3.1,9-28,0.321
203,Sr,5-8,India Johnston,Towson,CAA,76.2,4.1,4.2,109,103.6,25.1,49,54.8,1.3,6.5,19.2,13.6,0.6,1.7,36.3,102-212,0.481,10.6,57-171,0.333
204,Sr,6-2,Amiya Joyner,LSU,SEC,50.8,4.1,12.3,126.3,70.7,18.3,59.7,62.6,15.3,20.3,8,17.7,3.5,1.7,42.7,126-211,0.597,0,0-0,0
205,Sr,5-7,Edyn Battle,South Florida,Amer,55.7,4.1,3.1,101.5,94.3,26.6,43.1,49.6,2.8,8.1,26.3,16.5,0.4,1.2,34.6,117-265,0.442,3.2,10-41,0.244
206,Jr,6-3,Elif Istanbulluoglu,Louisville,ACC,63.7,4.1,8.5,115.1,78.7,17.7,55.7,58,6.2,14.9,10.9,17.1,0.8,1.8,24.5,112-195,0.574,5.2,30-87,0.345
207,Sr,6-1,Payton Verhulst,Oklahoma,SEC,76.5,4.1,9.6,109.6,76.6,17.5,48.2,50.7,5.4,11.3,15,15.8,2.8,2.5,14,106-209,0.507,8.1,51-170,0.3
208,Jr,5-9,Jalayah Ingram,UT Rio Grande Valley,Slnd,80.4,4.1,4.2,101.2,95.6,29.1,40.8,50.5,6.7,14.7,28.2,18.2,2.9,2.3,53.9,165-393,0.42,1.6,5-30,0.167
209,Jr,5-11,Gisella Maul,California,ACC,70.7,4.1,7.8,115.3,82.9,17.3,52.9,59.3,6.2,19.2,15.2,17.9,0.6,1.7,50.2,52-110,0.473,7.5,51-133,0.383
210,Jr,6-0,Olivia Hutcherson,Princeton,Ivy,69,4.1,5.9,110.5,86.3,21.7,53,56.4,11.9,12.6,10.6,18,3,3.4,41.3,131-242,0.541,0.4,0-5,0
211,Sr,6-1,Megan Olbrys,Massachusetts,MAC,74,4.1,7,111.7,84,23.7,53.2,57.5,11,18.2,17.3,18,3.4,3.2,47,143-259,0.552,2.7,11-41,0.268
212,Sr,6-2,Bree Salenbien,Ball St.,MAC,69.5,4.1,8.5,107.6,84.4,26.5,52.1,58.3,7.1,18.1,25.1,23.5,3.3,2.8,38.7,114-213,0.535,8.3,46-138,0.333
213,So,5-9,Lanie Grant,North Carolina,ACC,67.7,4.1,7.2,112.7,81,17.4,56.7,59.8,0.9,6.3,13.6,20.4,0.4,1.1,20.9,52-110,0.473,10,72-172,0.419
214,Sr,5-10,Kishyah Anderson,Georgia Southern,SB,77,4.1,4.5,108.7,90.9,23,53.3,57.8,6.4,10.9,8.8,16.2,1.2,2.5,36.8,141-277,0.509,2.7,20-44,0.455
215,Sr,5-6,Noelani Cornfield,Arizona,B12,83.3,4.1,3.9,96.3,90.1,26.4,42.5,49.6,2.7,8.7,39.4,20.4,0.3,4,36.6,140-315,0.444,2.3,8-43,0.186
216,Jr,5-9,Rylie Theuerkauf,Georgia,SEC,73.5,4.1,6.4,112.9,86.7,17.7,55.6,61.2,2.3,5.2,6.5,17.5,0.2,1.1,34.9,43-94,0.457,10.4,71-175,0.406
217,So,6-2,Meadow Roland,UNLV,MWC,80.6,4,5.3,100.6,84.9,25.1,47.1,51.3,6.7,23.4,12.7,16.3,5.5,1.8,28.9,153-308,0.497,5.3,24-93,0.258
218,Fr,5-10,Ava Zediker,Creighton,BE,73.6,4,3.6,99.7,91.1,23.5,45.7,53.5,2.5,14.2,22.1,21.2,0.8,2,42.3,92-218,0.422,4.7,28-75,0.373
219,So,5-10,Tajianna Roberts,Louisville,ACC,71.9,4,7.2,105.8,81.3,21,46.9,49.2,3.6,5.4,17.9,16.5,0.2,2.6,14,93-222,0.419,9.7,65-184,0.353
220,Sr,6-1,Kierra Wheeler,West Virginia,B12,71.8,4,7.8,100.7,72.2,25.4,52.2,53.5,10.4,21.2,14.1,21.9,2.7,2.9,27.6,197-371,0.531,1.2,5-21,0.238
221,So,6-2,Ayanna-Sarai Darrington,Central Michigan,MAC,59.4,4,4,111.6,93.7,26.8,57.8,61.5,15.1,15.6,10.2,21.4,0.5,1.2,54.4,152-263,0.578,0,0-0,0
222,Sr,5-5,Angelina Robles,South Dakota,Sum,86.2,4,4.5,105.6,89.8,25.2,47.2,54.1,1.9,11.1,20.4,16.4,0.9,2.4,37.4,130-298,0.436,6.7,48-130,0.369
223,Sr,5-9,Alejandra Zuniga,NJIT,AE,67.5,4,-1.2,95.4,103.4,33.9,45.8,50.3,5.2,7.1,26.9,21.8,0.5,2.1,38.3,122-258,0.473,9.4,39-136,0.287
224,Jr,6-1,Nastja Claessens,Kansas St.,B12,69,4,7.2,108.5,84.6,18.5,58.4,60.4,5,14,10.4,18.1,1.6,2.9,20.8,117-190,0.616,6.5,42-118,0.356
225,Sr,6-4,Angela Dugalić,UCLA,B10,59,4,11.7,113.8,69.8,19.5,56.2,58.6,8.9,17.6,13.3,23.3,2.6,2.7,19.4,103-172,0.599,5.9,28-86,0.326
226,Sr,6-2,Charlise Dunn,Davidson,A10,82.7,4,6.8,101.3,81,25.4,48,52.1,5.9,21.5,13.1,17.5,2.1,3.2,22,117-237,0.494,11.1,63-204,0.309
227,Sr,6-0,Ashlon Jackson,Duke,ACC,84.9,4,7.9,101.5,75.7,18.7,43.8,47.8,0.5,9.8,23,19.2,1.1,2.4,20.7,60-150,0.4,10.8,73-237,0.308
228,Jr,6-1,Meghan Andersen,Fairfield,MAAC,74.2,4,7,109.7,85,25.2,54.5,56.9,4,15.5,13.6,13.1,3.8,2.4,12.2,110-223,0.493,13,88-221,0.398
229,Jr,5-10,Payton Hull,Abilene Christian,WAC,85.1,4,5.6,99.7,87.2,28.5,48.4,53.4,2.9,12,20.3,21.3,1,4.4,29.8,118-230,0.513,13,74-243,0.305
230,Sr,6-1,Tatum Thompson,Boise St.,MWC,75.4,4,5.1,108.7,90.5,23.7,49.5,54.4,6.4,18.5,18.7,14.1,1.2,2,36.9,167-337,0.496,1.9,11-34,0.324
231,Sr,5-10,Tess Heal,Kansas St.,B12,64.7,4,6.3,112.2,87.4,18.1,52.4,60.7,2.8,12,12.6,17.5,1.4,2.3,49.6,93-172,0.541,4.3,24-74,0.324
232,Sr,6-5,Teonni Key,Kentucky,SEC,51.9,4,8.3,106.7,74.8,22.2,51.6,55.7,11.6,18.9,8.5,19.4,4.9,1.5,39.3,123-229,0.537,1.2,2-15,0.133
233,Sr,5-8,Grace Arnolie,Brown,Ivy,75.7,4,5.3,97.6,87.7,29.9,47.5,50.6,2.9,9.6,27.6,20.8,1,2.9,15.4,97-222,0.437,12.3,57-162,0.352
234,So,5-11,Elli Guiney,Pepperdine,WCC,80.9,4,3.7,108.3,96.6,22.2,55.7,60.7,3.8,8.9,16.4,20.6,1.8,1.3,33.9,90-176,0.511,8.9,67-166,0.404
235,So,5-9,Gabby Reynolds,George Washington,A10,74.4,4,3.9,105.1,94.1,25.1,48.5,53.1,3.7,12.6,10.4,14.1,1.5,2.1,27.7,127-279,0.455,8.5,52-144,0.361
236,Sr,5-9,Jakayla Johnson,Southern Miss,SB,70.5,4,3.2,107.7,100.9,26.2,50.6,58.5,3.6,11.4,12.4,19.3,0.2,2.5,50.6,111-229,0.485,6,34-91,0.374
237,Sr,5-11,Karly Weathers,Alabama,SEC,85.2,4,10,107.2,77.4,15.7,53.1,54.4,3.6,15.8,19.6,21.2,1.2,3.1,11.3,53-102,0.52,8.4,62-173,0.358
238,Sr,6-0,Kaylene Smikle,Maryland,B10,9.1,4,10.7,119.8,85.8,31.9,50,59.7,7.2,17.4,17.7,18.4,0.9,2.2,50.8,21-43,0.488,9.1,7-20,0.35
239,Sr,5-7,Milahnie Perry,Air Force,MWC,76.4,4,3.8,96.1,95.1,31.1,41.3,46.9,1.9,13.8,24.8,12.3,0.7,2.5,34.6,180-438,0.411,4.8,24-85,0.282
240,Jr,5-10,Keslyn Secrist,Murray St.,MVC,81.9,4,2.9,120.8,98.1,16.4,56.7,61,7.3,12.6,7.5,14.5,0.7,1.5,33.1,124-212,0.585,4.8,36-102,0.353
241,Jr,6-0,Donovyn Hunter,TCU,B12,84,4,7,113.3,79.1,14.7,54.9,56.5,3.4,6.4,10.4,15.5,0.8,2.2,12.9,89-148,0.601,8,60-178,0.337
242,Jr,6-1,Amber Tretter,Miami OH,MAC,77.4,3.9,6,110.3,81.6,22.8,55.6,59.4,9,20.6,11.8,16.6,4,2.5,38.3,130-234,0.556,6,40-108,0.37
243,Sr,6-1,Snudda Collins,Texas Tech,B12,59.5,3.9,7,104,81.8,28.7,50,55.1,2.8,10.2,11,15.5,3.6,1.4,34.5,118-258,0.457,9,50-128,0.391
244,So,5-7,Delanie Hill,Albany,AE,84.7,3.9,2.9,107.2,96,23.1,52.6,57.9,2.1,11,18.3,19.4,0.1,2.1,28.2,77-157,0.49,10.4,58-155,0.374
245,So,5-8,Marisa Frost,North Dakota St.,Sum,76.5,3.9,4.9,116.8,90.8,19.4,53.7,59.8,1.5,6.1,12.1,15.7,1.9,2.6,37.8,98-198,0.495,5.7,40-96,0.417
246,Jr,5-4,Veronaye Charlton,Austin Peay,ASun,18.9,3.9,6.7,121.8,88.3,19.3,55.2,62,3.9,12.5,24.5,18.7,0,2.1,56.9,20-43,0.465,3.9,8-15,0.533
247,Jr,6-0,Sahara Williams,Oklahoma,SEC,67.5,3.9,8.8,104.6,74.7,22.7,48.8,53,7.9,19,22,22.6,1.8,2,33.6,140-273,0.513,3.9,19-72,0.264
248,Fr,5-7,Francesca Schiro,Siena,MAAC,62,3.9,3.8,109.9,97.9,25.9,49.2,56,3.5,11.9,27.5,19.1,0.9,3.3,44,106-210,0.505,7.2,30-97,0.309
249,Jr,5-6,Kaylah Turner,Temple,Amer,83,3.9,4.1,100.3,94.7,24.5,48.6,51.4,2.3,8.1,18.3,18.1,0.2,2.8,19.3,105-269,0.39,10.5,83-203,0.409
250,Sr,6-0,Mara Braun,Minnesota,B10,83.9,3.9,8.4,105.4,76.6,18.1,48.1,51.9,0.6,14.1,12.9,16.9,2.3,2.3,17.1,78-176,0.443,9.1,59-170,0.347
251,Jr,5-8,Desiree Wooten,Colorado,B12,66.3,3.9,8.2,101.1,80.4,26.9,43.9,48.1,2.8,11,21.5,15.1,0.6,3.4,28.7,110-279,0.394,9,50-142,0.352
252,Jr,5-10,Shannon Dowell,Missouri,SEC,64.2,3.9,2.5,95.2,90.4,28.4,47.4,55.5,2.4,17.8,17.7,23.2,1.1,2,54.5,127-264,0.481,3.8,18-61,0.295
253,So,5-8,Amarachi Kimpson,Miami FL,ACC,77.4,3.9,4.9,109.8,87.7,17.9,49.1,52.8,1.4,5.5,11.9,11.5,0.7,2.3,23.2,94-196,0.48,7.5,46-136,0.338
254,Sr,5-10,Kaylen Nelson,Bradley,MVC,83.6,3.9,4.9,107.4,91.6,25.2,48.3,54.2,1.4,14.9,9.6,10,1.2,2.1,28.9,99-254,0.39,12.1,90-230,0.391
255,Sr,5-9,Sabou Gueye,Providence,BE,77.7,3.9,6.5,95.8,85.1,28.4,49.8,52.8,7.5,14.1,19,22.4,3.3,3.4,21,212-415,0.511,1.8,7-32,0.219
256,Jr,5-8,Eleonora Villa,Washington St.,WCC,86.8,3.9,1.2,98.5,103.7,25.6,50.8,53.5,1.1,6.1,24.4,18.9,0.7,1.5,23.4,175-337,0.519,6.6,44-137,0.321
257,Sr,6-4,Megan Nestor,North Texas,Amer,70,3.9,8.5,109.1,75.2,23.5,55.8,60.5,19,34.6,12,23.9,2.1,3,62.5,140-251,0.558,0,0-0,0
