Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,
3351,Fr,5-5,Jacalyn Myrthil,Dartmouth,Ivy,13.7,-0.3,-10.2,69.1,106.6,14.3,46.2,57.4,0.9,10.2,9.3,47.2,0,1.4,92.3,6-12,0.5,0.5,0-1,0
3352,So,5-8,Cloe Vecina,Oregon St.,WCC,18.9,-0.3,-3.8,69.2,91.2,17.1,34,37.9,1.5,6.1,20.1,37.8,0.7,2.6,21.3,7-30,0.233,4.1,6-17,0.353
3353,So,5-8,Taj Hunter,Western Carolina,SC,76.7,-0.3,-8.9,70.3,105.7,25.6,37.9,43.2,2.3,10.4,16.5,31.5,1.4,2.1,31.9,70-183,0.383,5.7,19-77,0.247
3354,Sr,5-9,Deja Young,Rutgers,B10,11,-0.3,-3.6,71.5,93.3,7.8,54.5,52.8,0,7,6.6,41.5,0,2.7,27.3,3-5,0.6,2.8,2-6,0.333
3355,Fr,5-11,Katelyn Field,Oregon St.,WCC,18.1,-0.3,-3.2,77.8,94.9,10.7,37.5,42.2,0.5,8.8,3.7,25.7,0.4,0.7,15,3-13,0.231,6.8,8-27,0.296
3356,Fr,5-11,Abby Price,Maine,AE,5.2,-0.3,-9.7,66.1,102.2,15.2,26.2,26.2,1.7,5.4,5.8,0,0,0,0,1-2,0.5,17.6,3-19,0.158
3357,Fr,5-11,Liv Yergensen,Pacific,WCC,40.3,-0.3,-5.5,74.7,103,16.6,35.6,43.3,2.2,7.9,13.1,33.7,0.8,0.7,35.1,20-49,0.408,5.6,9-45,0.2
3358,Fr,6-2,Daysha Salgado,Binghamton,AE,9.2,-0.3,-8.1,67.2,99.9,16,27.3,33.1,12.8,12,3.3,32.9,5.9,0.5,22.7,6-22,0.273,0,0-0,0
3359,Fr,5-9,Sierra Patricio,Saint Peter's,MAAC,8.1,-0.3,-4.6,67.6,98.2,13.3,34.6,41.6,6.9,8.3,2.6,34.3,1.3,4.6,46.2,3-7,0.429,3.9,1-6,0.167
3360,Jr,6-0,Kayla Preston,Valparaiso,MVC,32.6,-0.3,-5.6,76.1,104.8,17,38.1,44.2,3.8,10.6,3,23.1,2.2,2.5,32.1,31-79,0.392,3.8,7-30,0.233
3361,Sr,6-2,Zoe McCrary,Appalachian St.,SB,16.6,-0.3,-4.7,69.3,96.4,15.6,22.2,31.4,10.9,10.5,11.3,28.8,2.4,1.6,81.5,6-27,0.222,0,0-0,0
3362,Jr,6-0,Kyaija Stewart,Texas St.,SB,7.9,-0.3,-4,77.2,103.5,11,40,45.9,6.2,7.2,6.5,33.9,2.4,0,70,4-10,0.4,0,0-0,0
3363,Fr,6-1,Sidney Skrobot,Western Illinois,OVC,7.5,-0.3,-10.1,55.7,90,17.9,31.6,34.7,4.4,18.1,0,33.4,5.1,1.3,31.6,3-11,0.273,5.3,2-8,0.25
3364,Fr,6-0,Annalyse Shimada,Utah Tech,WAC,5.7,-0.3,-2.8,63,92.3,11.5,14.3,28.5,6.6,13.9,0,14.9,2.9,2.6,171.4,1-5,0.2,1.7,0-2,0
3365,Fr,5-10,Jayda Lewis,Boise St.,MWC,11.8,-0.3,-5.6,62.5,90,17.9,50,48.4,3.7,12.5,11.7,46.7,2.1,3.3,34.6,13-26,0.5,0,0-0,0
3366,Fr,6-1,Ramiah Augurson,Southern Miss,SB,15.4,-0.3,-10,63,100.7,20.5,27.7,35.1,4.4,13.6,4.9,29.7,1.5,1.8,55.3,10-40,0.25,2.1,2-7,0.286
3367,Sr,6-1,Bria Shine,UC Riverside,BW,70.3,-0.3,-2.2,83.3,96,12.9,41.6,41,4.8,14.9,14.1,21,1.9,2,20.8,55-117,0.47,2.5,6-37,0.162
3368,So,5-9,Stella Chartrand,Army,Pat,9.8,-0.3,-5.8,73.7,94.8,14.4,34.6,37.3,1.8,10.2,3,16.7,0.9,2.9,53.8,3-12,0.25,6.7,4-14,0.286
3369,So,6-3,Roisin Grandberry,Loyola Chicago,A10,14.6,-0.3,-4.8,65.1,86.7,17.4,29.8,33.5,4.5,24.1,9.8,26,4.8,1.5,25.5,11-22,0.5,7.5,2-25,0.08
3370,Fr,5-10,Molly Daugherty,Abilene Christian,WAC,6.8,-0.3,-11.4,60.1,95.8,16.8,35.7,36.6,1.3,11.7,2.2,31.8,0,1.3,23.8,3-5,0.6,10.7,3-16,0.188
3371,So,6-0,Payton Richard,Richmond,A10,10.5,-0.3,-7.2,66.4,94.9,12.5,35,35,0.9,6.8,3.5,23.7,0,0.8,0,3-9,0.333,8.8,5-21,0.238
3372,Sr,5-10,Deja Lumsden,Incarnate Word,Slnd,9.2,-0.3,-8.4,71.5,111.1,11.8,35.3,37.3,5.4,9.7,3.8,28.7,0.9,0,23.5,3-8,0.375,5,2-9,0.222
3373,Jr,5-10,Jordan Billing,Cal Poly,BW,27.3,-0.3,-4.1,79.3,105,11.8,39.3,43,2.3,9.5,7.4,23.3,1.1,2.4,17.9,7-17,0.412,7.2,10-39,0.256
3374,So,5-9,Alex Moses,Canisius,MAAC,12.4,-0.3,-5.4,85.4,109.3,7.1,72.2,74.2,1.7,8.2,12.4,51.1,1.3,0.8,11.1,2-3,0.667,2.4,3-6,0.5
3375,Sr,5-10,Aarionna Redman,Marshall,SB,25,-0.3,-5.2,70.2,94.5,17.2,37.2,41.2,1.6,8.9,13.1,37.1,2,2.7,18.9,11-31,0.355,7.2,11-43,0.256
3376,Fr,5-9,Felicia Schoelander,UCF,B12,7.4,-0.3,-5,72.1,97.1,13.5,50,54.4,1.3,8.5,14.9,47.1,0,1.9,16.7,3-3,1,5.8,2-9,0.222
3377,Fr,5-8,Yolanda Floyd,Presbyterian,BSth,12.6,-0.3,-11.1,58.7,109.1,31.8,32.3,35.4,6.7,12,11.2,34,0.7,4,21,17-43,0.395,7.6,2-19,0.105
3378,Jr,5-9,Dae'Jaidence Kincade,Cal St. Bakersfield,BW,41.8,-0.3,-3.4,87,97.7,9.7,46.7,47.7,6.4,14.5,7.8,28,0.2,3.4,26.7,28-59,0.475,0.1,0-1,0
3379,Jr,6-0,Karyzma Pierre,North Florida,ASun,56,-0.3,-3.6,80.9,98.7,14.5,35.5,41.1,4.8,20.1,14.2,25.3,1.2,1.7,41.9,31-95,0.326,2,7-22,0.318
3380,Sr,6-2,Sophie Benharouga,Wichita St.,Amer,11.5,-0.3,-5.3,68.9,94.6,17.1,38.6,39.9,3.8,18,9.5,31.2,3.7,1.2,8.6,9-21,0.429,5.7,3-14,0.214
3381,So,5-10,Nisaa Muhammad,Old Dominion,SB,16.9,-0.3,-5.8,72.2,96.5,14.5,37.9,49.1,1.4,7.2,12.6,42.3,0.8,2,75.9,11-25,0.44,1,0-4,0
3382,Jr,5-10,Tayah Morgan,West Georgia,ASun,6.5,-0.3,-4.8,69.4,101.3,13.5,31.6,31.6,3,15.1,7.3,21.5,0,0.7,0,0-3,0,11.5,4-16,0.25
3383,Fr,6-0,Tanja Valancic,Washington St.,WCC,49.6,-0.3,-3.3,77,98.5,14.6,41.2,43.2,5,14.6,14.5,32.4,0.3,2.3,20.2,31-61,0.508,4.9,12-58,0.207
3384,Jr,6-2,Kyleigh Welsh,NJIT,AE,20.6,-0.3,-4.5,77.4,95.9,11.5,58.1,55.8,6.5,14.6,3.4,41.2,5.6,1.3,22.6,18-31,0.581,0,0-0,0
3385,So,5-8,Maria Sánchez Pitarch,Northeastern,CAA,40.4,-0.3,-5,82.9,107.6,13,42.9,44.8,2.4,6.1,12.6,27.5,0.9,1.9,9.9,30-67,0.448,3,6-24,0.25
3386,Fr,5-10,Jessica Ajayi,San Diego,WCC,19.3,-0.3,-6.5,71.8,95.9,16.9,35.6,36.6,2.5,7.5,6.6,23.8,0.8,2.6,6.8,8-26,0.308,11.1,12-47,0.255
3387,Jr,6-0,Amira Ofunniyin,Gardner Webb,BSth,58.3,-0.3,-9.2,72.2,96.5,25.2,43.8,43.2,11.6,19.3,6.7,29.4,4,3,33.2,99-225,0.44,0.1,0-1,0
3388,Jr,5-5,Ava Gugliuzza,SIU Edwardsville,OVC,52.5,-0.3,-2.4,80.6,95.9,15.5,37.1,38.2,0.9,8.9,7.3,15.2,1.4,2.4,8.6,9-37,0.243,13.5,37-137,0.27
3389,So,5-9,Morgan Boyd,Presbyterian,BSth,35.5,-0.3,-8.2,73.4,110,20.4,34,39.4,4.8,17.7,3.6,22.9,2.1,2,37.7,34-108,0.315,2,5-14,0.357
3390,Sr,5-10,Taylor Wilkins,Southeastern Louisia,Slnd,27.4,-0.3,-11.7,70.6,114.2,18.7,34,35.2,4.3,8.8,7.1,19.3,0.3,1.1,5,25-52,0.481,9.1,6-48,0.125
3391,Fr,5-11,London Walker-George,Illinois Chicago,MVC,5.6,-0.3,-11.1,63.4,105.5,22,22.2,22.8,18.4,8.2,12,22.7,0,2.5,50,4-18,0.222,0,0-0,0
3392,Fr,6-2,Cimiya Rideaux,Northwestern St.,Slnd,8.8,-0.3,-9.4,60.2,94.1,20.5,31,34.9,4.1,17.7,4.2,32.8,2,0,31,9-28,0.321,0.6,0-1,0
3393,Jr,5-7,Aspen Caldwell,Idaho St.,BSky,65.3,-0.3,-4.4,79.7,93.5,15.6,44,49.1,2.6,8,18.5,38.2,0,1.4,29.9,41-100,0.41,2.6,12-34,0.353
3394,Sr,5-8,Kateri Poole,Houston,B12,9.2,-0.3,-3.6,67.5,95.9,21.3,28.8,36.1,0.9,8.2,23.1,29.8,0.9,4.8,30.3,5-12,0.417,10.3,3-21,0.143
3395,Jr,6-1,Martina Boba,Bryant,AE,60.4,-0.3,-1.4,85.3,89.7,13.1,47.1,47.3,2.4,8.1,15,28.4,0.3,3.2,9.1,33-63,0.524,5.1,16-58,0.276
3396,Fr,6-4,Sophia Gibson,Yale,Ivy,7.4,-0.3,-9,68.6,93.5,16,37.5,40.2,8.2,21.8,2.6,31.6,4.8,0.7,37.5,6-16,0.375,0,0-0,0
3397,So,5-7,Aliyah Carter,Cal St. Bakersfield,BW,51.8,-0.3,-3.7,79.6,98.2,15.4,33.8,41,5.8,14,18.3,27.9,0.5,2.9,40.4,37-102,0.363,1.1,1-12,0.083
3398,So,5-3,Kellie McConnell,Duquesne,A10,13.9,-0.3,-5.6,74.9,96.4,8.1,38.9,45.5,5.1,10.1,17.6,51.1,0,1.7,22.2,2-6,0.333,1,1-3,0.333
3399,Jr,6-3,Claudia Clement,Delaware,CUSA,7.5,-0.3,-3.1,73.8,94.2,13.3,41.7,51.2,6.1,3.5,4.3,41,4.2,3,50,5-12,0.417,0,0-0,0
3400,Jr,5-6,Missy Nuku,Sacred Heart,MAAC,46.3,-0.3,-6.3,75.7,104.3,19.1,38.8,44.4,2.5,8.2,23.3,34.9,0.8,1.7,33.1,29-77,0.377,4.7,12-44,0.273
3401,Jr,6-1,Taelor Coxford,Little Rock,OVC,21.3,-0.3,-7,72.4,98.6,16.8,33.3,34.9,6.3,10.6,7.3,19.4,0.8,0.5,19.7,22-64,0.344,0.5,0-2,0
3402,Jr,6-0,Yar Manyiel,La Salle,A10,8.7,-0.3,-10.3,62.4,97.3,18,38.5,44.2,12.4,15,13.2,50.7,0.9,0,69.2,5-13,0.385,0,0-0,0
3403,Jr,6-0,Jadyn Donovan,Duke,ACC,16.2,-0.3,5.6,75.4,71.9,10.4,32,32.6,8.6,10.4,11.7,36.7,3.5,3.4,24,8-25,0.32,0,0-0,0
3404,So,6-4,Mia Gaines,Southern Illinois,MVC,13.8,-0.3,-10.7,67.2,102.5,17.3,27.5,27.1,16,13,0,16.5,2.7,0.7,35,11-40,0.275,0,0-0,0
3405,Fr,5-10,Ella Kreuzer,Bucknell,Pat,40.6,-0.3,-5.1,78.9,98.8,15.9,38.3,45.6,0.5,6.7,16.6,27.4,0.5,3.3,43.2,10-30,0.333,6.9,14-51,0.275
3406,Fr,5-11,Anna Wikstrom,Duke,ACC,12.1,-0.3,-0.2,76.3,86.4,9.8,50,49.6,1.2,5.4,8,39,0.5,1.3,23.8,6-10,0.6,3.5,3-11,0.273
3407,Jr,5-8,Nalani Simmons,Longwood,BSth,5.7,-0.3,-13.5,63.3,103,16.6,12.5,27.6,7.5,9.7,5.1,24.7,1.5,0,56.3,2-10,0.2,4.9,0-6,0
3408,So,5-8,Ciara Harris,UNC Greensboro,SC,25.3,-0.3,-3,70.6,90,20.1,33.6,35.3,4.9,16.6,15.5,24.5,2.1,4.4,14.5,12-45,0.267,7.3,9-31,0.29
3409,Sr,6-2,Ary Dizon,Western Carolina,SC,80,-0.3,-5.1,80.3,109.2,16.6,44,45.9,6.5,7.9,9.8,26.1,4,1.2,21.9,80-176,0.455,1.1,3-16,0.188
3410,Fr,5-9,Terrayah McCoy,East Texas A&M,Slnd,15.2,-0.3,-7.4,69.2,98.2,18.9,37,37.7,7.5,12.6,6.3,24.8,0,3.3,21.7,11-33,0.333,4.3,4-13,0.308
3411,Fr,5-7,Andjela Colic,Utah Tech,WAC,14,-0.3,-9.2,63.3,97.2,20.3,48.4,51.9,0,10.1,12.3,44.7,0,1.7,48.4,6-19,0.316,4.2,6-12,0.5
3412,So,5-11,Monna Julkunen,Georgia St.,SB,15.4,-0.3,-6.5,72.9,104.6,10.4,36.2,37.4,1.7,9.3,5.3,20.4,0.6,1.8,34.5,3-6,0.5,7,5-23,0.217
3413,Fr,5-0,Madalena Amaro,Monmouth,CAA,79.9,-0.3,-1.9,81.5,92.4,15.5,36.8,41.6,2.5,12.6,23,32.2,1,3.2,28.7,37-100,0.37,4.6,18-74,0.243
3414,Jr,5-4,Maraja Pass,Elon,CAA,59,-0.3,-2.1,82.8,96,13.5,36.3,40.2,3.5,11.2,26.8,34.3,0,3.4,34,31-72,0.431,2.7,5-34,0.147
3415,Fr,6-0,Emma Zuccon,Albany,AE,7.4,-0.3,-8.3,64.2,94.3,14.6,33.3,36.3,9.7,14.7,4.9,36.8,0,2.3,33.3,4-10,0.4,1.5,0-2,0
3416,So,6-0,Shanaii Gamble,Coppin St.,MEAC,56.4,-0.3,-4.9,70.9,88.9,20.7,36.5,40.5,11.8,20.5,6.3,31.3,0.7,2.9,41.6,66-169,0.391,2.1,4-28,0.143
3417,So,5-8,Betsey Burnett,Western Carolina,SC,56.9,-0.3,-7,72.4,104.4,21.4,35.2,41.4,1.8,14.2,6.9,25.6,0,2.2,29.5,24-84,0.286,9.9,27-99,0.273
3418,Sr,6-2,Lily Hansford,Green Bay,Horz,7.7,-0.3,-5.6,63.6,91.7,14.5,33.3,34.5,0,10.6,8.4,23.8,1.1,1.7,23.8,1-4,0.25,9.8,4-17,0.235
3419,So,6-3,Allison Schwertner,Boston University,Pat,46.8,-0.3,-7.9,74.7,103.8,18.7,40.9,44.3,5.5,17.9,5.8,29,3.8,0.9,35.5,48-118,0.407,0.3,1-3,0.333
3420,So,5-6,Josefine Enander,Morehead St.,OVC,51.3,-0.3,-6,78.4,103.6,15.8,42.6,44.5,1.8,5.7,8.7,23.7,0.2,0.5,9.2,17-43,0.395,10.5,35-120,0.292
3421,Fr,6-0,Reyleigh Hess,Cal Baptist,WAC,37.9,-0.3,-3.1,82,95.8,11.1,36.9,40.5,3.1,12.2,7,20.6,2.7,0.6,30.7,25-50,0.5,3.9,5-38,0.132
3422,Jr,6-2,Falon Bedke,Chattanooga,SC,42.2,-0.3,-6.5,79.6,99.6,15.3,37.5,42.7,11.5,8.4,6.6,32.4,0.9,2.5,38.8,30-80,0.375,0,0-0,0
3423,Sr,5-7,Jamia Carter,Portland St.,BSky,17.4,-0.3,-10.6,64.9,109,21.3,30,34,1.5,8.8,8,20,0,2.4,73.3,12-35,0.343,6.6,4-25,0.16
3424,So,6-0,Laila Robinson,Prairie View A&M,SWAC,10.9,-0.3,-8.1,82.9,101.8,12.3,36.8,41.6,14.9,21.9,4,25,2.6,2.2,31.6,7-18,0.389,0.4,0-1,0
3425,Sr,6-2,Amiya Evans,Penn St.,B10,27.3,-0.3,-3.7,72.1,94.2,13.4,34,40.7,10.4,20.7,5.2,38.5,2.9,1.3,34,16-46,0.348,0.2,0-1,0
3426,Jr,6-1,Zhaniah Ervin,Grambling St.,SWAC,10.7,-0.3,-13.8,63.7,103.3,19.7,34.4,40.2,7.5,12.4,1.8,37.5,0,0.4,37.5,11-30,0.367,0.9,0-2,0
3427,Fr,5-8,Lee Teichman,South Florida,Amer,8.4,-0.3,-11.6,51.9,92.4,22.8,28.6,36.8,1,8.4,15.4,48,0.9,1,66.7,6-16,0.375,2.6,0-5,0
3428,So,5-10,Mia Bergstrom,Saint Louis,A10,35.3,-0.3,-3.2,74.8,96.4,15.3,32.1,34.5,5.2,8.5,5.1,17.5,1.3,1.7,11.5,9-20,0.45,13.5,22-111,0.198
3429,So,6-2,Lenora Nkangwen,Mount St. Mary's,MAAC,7.6,-0.3,-9.6,70.1,95.8,15.2,35.7,41.8,6.7,17.4,11,36.2,1.2,2.5,64.3,5-14,0.357,0,0-0,0
3430,Jr,5-11,Yanniah Boyd,Binghamton,AE,55.2,-0.3,-5.3,70.2,95.9,22.1,35.6,38.1,4.1,13.3,13.9,30.4,1,3.1,25.1,65-168,0.387,2.4,3-27,0.111
3431,Fr,5-8,Mia Angeli Gestosani,NJIT,AE,12.8,-0.3,-6.9,67.2,103.4,14.3,38.9,38,1.5,6.6,4.4,28.1,1.6,1.4,5.6,8-19,0.421,6.2,4-17,0.235
3432,So,5-8,Abbey Vallance,St. Thomas,Sum,29.2,-0.3,-4.1,76.3,96.7,15.7,36.9,43.1,1.8,11,15.5,31.4,2.1,2.1,36.1,18-45,0.4,2.8,3-16,0.188
3433,Sr,5-8,Angie Juste-Jean,South Carolina St.,MEAC,44.3,-0.4,-7.1,70.9,104.1,22.9,40.7,43.7,3.8,13.6,10.3,28.8,1,3,21.7,54-124,0.435,4.6,9-42,0.214
3434,So,6-3,Emaya Lewis,Kennesaw St.,CUSA,9.4,-0.4,-1.2,68.7,89.2,11.9,33.3,33.3,4.8,17.1,5.9,23.2,10.3,1.7,0,7-21,0.333,0,0-0,0
3435,Fr,5-8,Mariah Hart,New Orleans,Slnd,39.5,-0.4,-8,74.7,113,17.4,39.1,43.7,1.6,5.6,23.1,33.3,0.6,1.7,25.5,28-53,0.528,6.5,10-57,0.175
3436,Sr,6-2,Malia Mpondo,Wagner,NEC,22.3,-0.4,-5.6,76.1,98.4,17,44.3,43.7,8.2,9.1,10.6,28.5,1.9,1.8,37.7,22-48,0.458,1.2,1-5,0.2
3437,Jr,6-2,Arantxa Portalez,Delaware,CUSA,27.6,-0.4,-3.2,79,96.1,11.9,40.9,46.3,6,20.1,11.5,35.9,0.9,0.7,29.5,18-40,0.45,0.7,0-4,0
3438,Jr,5-10,Dallas Pierce,Siena,MAAC,16.8,-0.4,-8.7,74.3,104.2,14.1,40.9,43.1,5,10.9,2.9,33.1,2,0.5,18.2,9-26,0.346,4.9,6-18,0.333
3439,Fr,5-0,Kayden Clark,Le Moyne,NEC,58.1,-0.4,-7.6,80.6,113,16.8,48,49.8,2.6,8.7,9,30.1,1,1.8,12.7,41-82,0.5,7.4,28-91,0.308
3440,Sr,5-11,Jayden Rhodes,San Diego,WCC,28.1,-0.4,-3.1,80.1,97.7,11.5,42.4,44.7,3.2,9.7,5.5,28.1,0.9,1.9,27.1,10-25,0.4,5.5,10-34,0.294
3441,So,5-4,KP Parr,Texas St.,SB,60.3,-0.4,-3.9,75.1,94.2,18,33,43.2,2,10.7,23.9,33.9,0.3,3.3,93,38-107,0.355,0.7,0-8,0
3442,Fr,5-8,Teyahna Bond,Hawaii,BW,43.4,-0.4,-6.7,70.3,93.1,21.3,36,38.6,2.5,8.4,25.2,35.1,0.6,1.1,18.2,37-87,0.425,4.9,7-45,0.156
3443,Jr,5-6,Kalyn Ervin,Alabama A&M,SWAC,11.7,-0.4,-3.7,73.9,89.7,12.1,47.7,50.5,2.4,7.8,4.6,40.4,0.8,3.7,18.2,3-9,0.333,5.3,5-13,0.385
3444,Fr,5-5,Asia Wilson,Holy Cross,Pat,26,-0.4,-7.1,71.8,91.7,18.4,36.4,40,2.1,10.9,8.3,23.5,0.9,1.2,19.6,20-48,0.417,7.6,9-44,0.205
3445,Fr,5-9,Kimora Hester,Jacksonville,ASun,10.1,-0.4,-8,72.7,98.8,12.1,50,51.2,0,9.5,6,37.6,0,0.8,4.3,10-19,0.526,1.7,1-4,0.25
3446,So,6-2,Zoey Davis,Arkansas Pine Bluff,SWAC,7.3,-0.4,-12.8,61.9,112.4,15.2,33.3,33.2,7,8.7,4.8,29.1,0,0.6,38.9,6-18,0.333,0,0-0,0
3447,Fr,5-8,Olivia Kim,Yale,Ivy,11.5,-0.4,-3.9,73.9,98.1,13.9,43.8,43.2,3.5,14.9,6.4,30.3,0,3.7,25,0-5,0,8.9,7-19,0.368
3448,So,5-10,Shakirah Edwards,Troy,SB,26.2,-0.4,1.3,72.9,84.9,15,45.2,48.1,1.1,11.4,15.6,43.9,6.4,3.3,23.8,21-38,0.553,3.8,5-25,0.2
3449,So,6-0,Taliya Council,UNC Asheville,BSth,14.4,-0.4,-6.3,79.2,103.4,10.5,32.6,41.3,1.3,7.6,8.2,27.3,2.6,1.4,47.8,6-19,0.316,1.4,1-4,0.25
3450,Jr,5-10,Kennedy Brandt,Rutgers,B10,8,-0.4,-5.9,57.4,92.4,11.6,27.3,27.3,1.2,10.7,0,16.4,0,2.5,0,0-2,0,12.7,4-20,0.2
3451,Fr,5-7,Frances Anyakudo,Alcorn St.,SWAC,6.2,-0.4,-10.9,63,93.1,14.9,18.2,30.7,7.8,12.7,3.1,22.2,1.6,1.7,109.1,2-11,0.182,0,0-0,0
3452,Fr,6-1,Aidan Langley,Towson,CAA,9.1,-0.4,-11.1,59.2,98.5,19.9,24.1,26,14.9,18,7.1,31.4,2.3,0.5,13.8,7-27,0.259,1,0-2,0
3453,Jr,5-0,Karolina Padilla,Denver,Sum,34.1,-0.4,-7.6,74.3,101.2,16.5,34,39.6,7,8.7,7.7,24.7,0.3,1.6,55.6,20-52,0.385,3.1,3-20,0.15
3454,Fr,5-4,Nyah Buntun,Tarleton St.,WAC,7.6,-0.4,-10.8,61.8,99.3,14.1,33.3,39.8,4.7,4.8,4.3,40.3,0,1.3,20,5-13,0.385,1.3,0-2,0
3455,So,6-3,Katelyn Best,Portland St.,BSky,11.2,-0.4,-6.7,66.8,106.4,13,31.8,34.5,10.3,12.1,2.9,31.7,0,2.5,27.3,4-17,0.235,2.1,2-5,0.4
3456,Fr,5-8,Erin Edmonds,Mount St. Mary's,MAAC,20.7,-0.4,-6.6,70.1,97.7,21.3,34.1,34.9,5.3,13.2,11.5,23.4,3.6,2,8.8,10-29,0.345,14.1,14-62,0.226
3457,So,5-8,Marisa Gant,Chicago St.,NEC,68.8,-0.4,-6.7,80.6,109.5,17.3,35.4,38.2,1.5,10.9,10.8,13.2,0.3,2.5,15.3,61-178,0.343,6.7,27-109,0.248
3458,Sr,6-5,Madjiguene Pene,North Carolina Centr,MEAC,7.1,-0.4,-6.6,52.4,95.2,17,37.5,36.7,6.4,15.2,0,38.9,10.4,0.7,43.8,6-16,0.375,0,0-0,0
3459,So,6-2,Chrishunti Walker,Alcorn St.,SWAC,36.5,-0.4,-9.5,69.9,96.6,23.2,38.7,40.4,7.2,15.9,13.2,28.5,0,1.3,16.8,53-134,0.396,0.4,0-3,0
3460,Fr,6-3,Emily VanTimmeren,Miami OH,MAC,7.6,-0.4,-9.1,54.8,85.9,14.6,30.8,36.5,2.4,12.5,1.7,35.2,3.3,2.3,107.7,4-13,0.308,0,0-0,0
3461,Fr,6-1,Rose Boisnel,Utah Tech,WAC,15.4,-0.4,-10,61.9,96,24.1,40.7,39.7,6.2,12.6,12,34.2,1.1,1.3,16.7,13-32,0.406,7,6-22,0.273
3462,Jr,5-6,Claudia Fiel,Iona,MAAC,43.5,-0.4,-5.8,80.3,100.4,15,37.4,40.5,1.1,12.8,23.2,27.4,0.2,1.4,29.1,25-64,0.391,4.3,9-39,0.231
3463,Jr,5-0,Makayla Thomas,Merrimack,MAAC,9.5,-0.4,-10.1,60.3,103.5,16.5,24,27.6,3.6,5.2,19.7,34.3,0,1.9,20,6-22,0.273,1.4,0-3,0
3464,So,5-7,Talia Harris,Mercer,SC,37.4,-0.4,-6.3,77,102.8,17,32.6,36.8,2.6,10.8,15.6,20.4,0.5,1.9,24.8,28-92,0.304,2.4,5-17,0.294
3465,So,5-5,Alyssa Febres,UMKC,Sum,27.8,-0.4,-4.9,76.8,103.1,13.9,42.1,46.8,1.4,6.6,28.7,44.3,0.4,3.5,15.8,10-26,0.385,2.3,4-12,0.333
3466,Jr,6-0,Katie Ledden,New Hampshire,AE,27.4,-0.4,-6.2,76.3,99.5,14.8,44.4,45.9,6.7,14.4,5.3,29.7,1.3,1.4,20.4,15-33,0.455,4.2,6-21,0.286
3467,So,5-8,Ava Smith,Bellarmine,ASun,80.7,-0.4,-9.7,68.9,120.3,23.6,37,39.5,2.3,7.8,17.3,23.9,0.2,0.6,14.9,49-150,0.327,11.6,55-205,0.268
3468,Sr,6-0,Caleigh-Rose West,Western Kentucky,CUSA,27.6,-0.4,-6,73,102.8,15.5,40.6,42.8,4.3,10.5,9.1,29.6,0.7,1.9,9.4,11-31,0.355,6.3,10-33,0.303
3469,Fr,6-0,Kennedy Horton,Tennessee Martin,OVC,21.8,-0.4,-8.6,71.3,100.9,15.1,40.6,49,7.1,10.4,1.8,37.7,3.5,1,62.5,13-28,0.464,1,0-4,0
3470,Jr,5-11,Kellyn Preira,Monmouth,CAA,11.2,-0.4,-6.6,73.1,99.9,12.6,31.8,31.8,0,4.2,8.7,17.7,2.3,1.3,0,0-2,0,13.8,7-31,0.226
3471,So,6-3,Rachel Wirts,Villanova,BE,8.4,-0.4,-6.1,61.4,85.3,14.6,34.8,34.1,6.1,16.7,2.9,31.7,1.9,1,4.3,5-16,0.313,3.6,2-7,0.286
3472,Sr,5-7,Katarina Anderson,San Jose St.,MWC,45,-0.4,-5.7,70.6,102.8,19.9,37.1,41.4,2.4,7.4,25.5,30.9,1.3,2.4,35.3,40-107,0.374,2.9,7-29,0.241
3473,Fr,6-0,Riley Hamburger,Providence,BE,21.7,-0.4,-4.1,70.5,94.6,12.7,25,40.9,4.1,6.3,5.9,33.5,1.9,0.8,100,7-22,0.318,2.4,1-12,0.083
3474,Fr,6-3,Janaye Walker,Hampton,CAA,11.5,-0.4,-14.3,62.5,99.7,21.6,23.5,28.3,15.3,23.3,6.7,25.5,3.7,0.9,44.1,8-33,0.242,0.5,0-1,0
3475,So,5-9,Ternadoo Agatha Agba,Southern Illinois,MVC,6.3,-0.4,-10.1,62.5,104.5,13,50,56.3,4.3,11,4.9,53.5,0,1.5,25,4-8,0.5,0,0-0,0
3476,Fr,5-10,Jordyn Adderly,Coppin St.,MEAC,8.7,-0.4,-8.7,65.6,98.3,10.1,33.3,41.9,6.5,9.2,0,39.1,0,0.5,66.7,1-9,0.111,1.5,2-3,0.667
3477,Fr,5-10,Baylee Lowder,Coastal Carolina,SB,48.1,-0.4,-2.1,80.1,90.8,12.8,41.2,44.7,5.5,12.5,7.6,30.8,1.2,2.6,29.4,33-77,0.429,2.3,6-25,0.24
3478,Sr,5-7,Skye Owen,St. John's,BE,8.8,-0.4,-7.7,63.5,93.1,30.9,25,31.1,0,2.8,21.8,22.8,1.7,4.5,32.7,10-33,0.303,9.6,2-19,0.105
3479,Fr,5-9,Abby Knauff,North Florida,ASun,25.6,-0.4,-5.9,79,105.1,10.5,34.4,39.8,4.5,8.8,6.1,24.2,0,1.4,20,8-19,0.421,5.1,5-26,0.192
